Ticker,Nama,Sektor,Industri,Indeks,Harga,MCap_MiliarUSD,Tanggal_Data,Bar,Basis,Periode_Lapkeu,Nilai20H_JutaUSD,VolSpike,LolosLikuiditas,EV_EBITDA,PE_TTM,PB,EBITDA_EV,E_P,FCF_Yield,Z_Value,ROIC,ROE,GrossMargin,GM_Stabilitas5T,NetDebt_EBITDA,Akrual,ROA_Variabilitas5T,OCF_Laba,F_Score,Z_Altman,Cakupan_Bunga,Z_Quality,Ret12_1,Ret6_1,Mom_RiskAdj,Z_Momentum,RS_Rating,Vol1T,Beta,MaxDD1T,Z_LowVol,DivYield,Buyback_Yield,Shareholder_Yield,Rev_YoY,Laba_YoY,Dilusi_YoY,MA50,MA150,MA200,MA200_Naik,High52,Low52,ATR14,RSI14,RS_vs_SPX,RS_HighBaru,TrendTemplate,Flag,Keyakinan
TILE,"Interface, Inc.",Industrials,Office Services & Supplies,SP600,34.13,1.97,2026-09-11,499.0,TTM-4Q,2026-07-05,18.2,0.7,True,8.9,13.6,2.91,11.2,7.4,6.3,1.05,18.5,23.2,40.5,1.7,0.52,-2.5,2.9,1.22,8.0,4.65,12.5,0.65,41.1,39.6,1.2,1.1,72.0,33.5,0.77,-29.9,0.47,0.3,1.76,2.06,6.5,52.0,-1.3,35.6,31.41,30.9,True,40.5,24.4,1.21,37.1,5.2,False,False,,100.0
MTB,M&T Bank,Financials,Regional Banks,SP500,239.83,34.64,2026-09-11,499.0,TTM-4Q,2026-06-30,232.5,0.83,True,,11.4,1.24,,8.8,,0.38,,10.7,,,,,0.1,,,,999.0,-0.19,30.8,28.8,1.39,1.09,68.0,21.5,0.85,-17.0,0.58,2.62,7.52,10.13,6.4,12.3,-8.3,244.83,226.54,221.84,True,255.95,174.76,4.12,47.1,1.6,False,False,,90.0
CALY,Callaway Golf Company,Consumer Discretionary,Leisure Products,SP600,15.46,2.76,2026-09-11,499.0,TTM-4Q,2026-06-30,24.2,0.97,True,19.0,,1.28,5.3,-9.5,12.3,-0.27,4.3,-11.3,,1.3,-1.7,-12.2,8.3,,8.0,3.66,999.0,0.65,78.3,25.7,0.99,1.09,75.0,52.3,1.19,-22.2,-0.12,0.0,3.08,3.08,3.7,,-4.9,17.28,15.77,15.09,True,20.28,8.39,0.49,37.4,-11.1,False,False,,100.0
WCC,WESCO International,Industrials,Trading Companies & Distributors,SP400,356.32,17.36,2026-09-11,499.0,TTM-4Q,2026-06-30,172.1,0.94,True,14.5,24.5,3.33,6.9,4.1,0.9,-0.26,9.5,14.2,,,3.31,2.6,0.9,0.37,6.0,3.32,999.0,-1.23,70.9,42.0,1.27,1.09,84.0,44.4,1.47,-20.5,-0.25,0.54,0.37,0.91,12.5,7.2,0.0,342.36,325.58,311.9,True,385.37,203.4,12.35,54.2,-0.1,False,True,,100.0
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,SP500,226.23,26.65,2026-09-11,499.0,TTM-4Q,2026-08-02,272.2,0.72,True,14.5,22.6,12.45,6.9,4.4,5.0,-0.5,53.7,55.0,47.2,1.7,-0.58,-8.0,2.1,1.36,8.0,7.72,999.0,1.87,22.7,37.7,0.9,1.09,65.0,33.5,1.28,-23.3,0.4,1.26,3.2,4.46,2.2,4.6,-3.8,232.07,209.12,205.37,True,254.89,165.51,7.27,42.8,-0.2,False,False,,100.0
UTL,Unitil Corporation,Utilities,Electric Utilities,SP600,53.09,0.97,2026-09-11,499.0,TTM-4Q,2026-06-30,6.5,1.03,False,,17.1,1.5,,5.8,-4.7,0.31,5.8,9.6,,,,-4.2,0.1,2.52,6.0,,999.0,,22.4,3.5,0.65,1.09,55.0,19.8,0.01,-10.8,0.53,3.37,-8.55,-5.18,20.8,20.2,10.5,53.86,52.59,51.81,True,57.26,45.12,1.06,43.0,-0.0,False,False,TIPIS;DILUSI,100.0
NPO,"EnPro Industries, Inc.",Industrials,Industrial Machinery & Supplies & Components,SP600,300.49,6.36,2026-09-11,499.0,TTM-4Q,2026-06-30,43.7,1.08,True,24.3,144.2,4.01,4.1,0.7,2.6,-0.81,6.6,2.9,42.8,1.7,1.77,-6.9,2.7,4.96,4.0,5.0,5.2,0.19,55.0,39.8,1.23,1.08,67.0,38.5,1.26,-25.7,-0.04,0.42,0.0,0.42,13.3,-47.9,0.9,320.26,301.53,283.02,True,390.42,202.0,11.06,43.5,-13.4,False,False,,100.0
WTS,Watts Water Technologies,Industrials,Building Products,SP400,356.02,11.93,2026-09-11,499.0,TTM-4Q,2026-06-28,65.2,0.95,True,20.4,31.1,5.45,4.9,3.2,2.9,-0.54,17.6,18.8,48.9,2.5,-0.42,-0.5,1.4,1.04,9.0,11.97,50.2,0.69,39.5,27.7,1.24,1.08,74.0,27.1,0.82,-15.5,1.04,0.62,0.13,0.75,17.1,23.2,0.0,360.84,328.57,317.83,True,394.54,260.0,8.96,44.8,7.1,False,False,,100.0
FIX,Comfort Systems USA,Industrials,Construction & Engineering,SP500,1690.82,59.51,2026-09-11,499.0,TTM-4Q,2026-06-30,597.6,0.88,True,72.9,41.5,18.5,1.4,2.4,3.6,-1.15,18.2,55.3,27.5,1.6,-2.28,-16.5,3.7,1.78,8.0,8.22,79.1,1.52,131.5,26.6,1.41,1.08,91.0,56.1,1.72,-26.5,-1.0,0.15,0.19,0.34,-48.5,107.2,-0.3,1688.83,1665.55,1506.48,True,2073.99,751.85,77.43,53.8,-11.5,False,True,,100.0
QNST,"QuinStreet, Inc.",Communication Services,Interactive Media & Services,SP600,18.38,1.05,2026-09-11,499.0,TTM-4Q,2026-06-30,16.6,0.72,True,16.4,12.9,3.25,6.1,7.7,12.2,0.16,11.1,28.6,11.3,1.3,-0.96,-8.7,10.7,1.62,7.0,3.54,8.1,-0.52,31.4,70.7,0.91,1.07,90.0,56.0,1.57,-38.0,-0.8,0.0,3.0,3.0,18.3,1625.8,-0.2,18.0,14.19,14.21,True,22.29,10.29,0.84,47.5,45.5,False,False,,100.0
MCRI,"Monarch Casino & Resort, Inc.",Consumer Discretionary,Casinos & Gaming,SP600,121.89,2.16,2026-09-11,499.0,TTM-4Q,2026-03-31,17.3,1.0,True,10.7,19.8,3.93,9.3,5.0,7.2,-0.1,20.1,20.1,24.6,2.1,-0.63,-9.4,1.6,1.62,9.0,10.0,999.0,0.38,22.0,24.6,0.91,1.07,61.0,25.6,0.6,-15.9,1.56,1.0,0.0,1.0,5.8,46.7,-3.3,123.02,113.96,109.21,True,135.93,88.13,2.87,49.7,-7.8,False,False,,90.0
THG,Hanover Insurance,Financials,Property & Casualty Insurance,SP400,225.84,7.86,2026-09-11,499.0,TTM-4Q,2026-06-30,60.1,1.31,True,,10.4,2.14,,9.6,,0.32,,21.9,,,,,1.5,,,,22.1,0.24,27.3,28.8,1.36,1.07,80.0,20.7,0.36,-10.0,1.34,1.68,2.96,4.64,5.6,36.1,-2.5,222.52,196.85,192.33,True,236.07,166.54,4.42,52.1,11.2,False,True,,90.0
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,SP500,314.47,17.52,2026-09-11,499.0,TTM-4Q,2026-07-31,139.1,0.62,True,22.0,31.5,5.36,4.5,3.2,4.1,-0.5,13.0,17.8,55.3,,2.06,-3.6,2.1,1.39,8.0,6.13,8.8,0.75,41.0,17.0,1.31,1.07,79.0,22.1,0.98,-14.1,1.04,1.05,1.11,2.16,7.0,22.0,-1.2,305.9,290.35,280.86,True,339.12,220.47,6.78,49.6,6.3,False,True,GOODWILL,100.0
CENT,Central Garden & Pet Company,Consumer Staples,Household Products,SP600,40.19,2.49,2026-09-11,499.0,TTM-4Q,2026-06-27,4.9,0.51,False,8.1,15.0,1.43,12.4,6.7,13.9,1.63,6.6,10.0,32.5,1.1,0.59,-6.0,0.8,2.35,8.0,2.69,4.4,0.01,23.1,22.2,0.85,1.07,49.0,26.8,0.39,-20.9,0.46,0.0,1.17,1.17,-1.2,20.1,-1.1,43.31,40.23,38.43,True,46.97,28.77,1.14,32.3,-8.5,False,False,TIPIS,100.0
RUSHA,Rush Enterprises,Industrials,Construction Machinery & Heavy Transportation Equipment,SP600,48.31,3.88,2026-09-11,499.0,TTM-4Q,2026-06-30,27.4,0.94,True,7.2,14.6,1.66,13.8,6.8,9.0,1.77,11.2,11.8,19.7,0.7,0.03,-8.7,1.9,2.54,7.0,3.61,10.2,0.15,43.5,31.2,1.23,1.07,71.0,30.4,0.88,-20.0,0.74,1.55,0.0,1.55,-5.9,-7.5,-0.3,51.54,48.18,45.87,True,55.74,30.45,1.43,36.9,1.2,False,False,,100.0
FCF,"First Commonwealth Financial, Corp.",Financials,Regional Banks,SP600,21.31,2.15,2026-09-11,499.0,TTM-4Q,2026-06-30,14.1,1.25,True,,12.8,1.37,,7.8,,0.22,,10.9,,,,,0.1,,,,2.1,-0.2,26.9,30.5,1.34,1.06,75.0,21.4,0.69,-14.7,0.83,2.61,3.27,5.88,,25.6,-2.3,21.06,19.31,18.8,True,22.34,15.0,0.37,55.4,5.0,False,True,,90.0
HOPE,"Hope Bancorp, Inc.",Financials,Regional Banks,SP600,13.94,1.78,2026-09-11,499.0,TTM-4Q,2026-06-30,10.6,0.93,True,,13.9,0.78,,7.2,,0.81,,5.7,,,,,0.3,,,,999.0,-0.48,36.0,35.7,1.36,1.06,77.0,26.3,0.86,-14.9,0.46,4.03,0.0,4.03,,185.0,0.2,13.88,12.72,12.39,True,14.59,9.8,0.26,50.0,3.4,False,True,,90.0
CWT,California Water Service Group,Utilities,Water Utilities,SP600,48.22,2.98,2026-09-11,499.0,TTM-4Q,2026-06-30,25.9,0.64,True,14.0,22.4,1.65,7.1,4.5,,-0.51,4.4,7.7,,,4.97,-3.4,0.9,2.46,6.0,,2.4,-0.56,12.6,14.3,0.54,1.06,56.0,24.8,-0.07,-14.6,0.26,2.54,-3.26,-0.72,3.9,-1.9,1.4,50.17,46.83,46.17,True,53.82,41.29,1.03,36.7,2.6,False,False,,100.0
AME,Ametek,Industrials,Electrical Components & Equipment,SP500,241.87,55.45,2026-09-11,499.0,TTM-4Q,2026-06-30,339.8,0.95,True,23.2,35.2,4.92,4.3,2.8,3.3,-0.61,13.1,14.6,36.4,0.7,0.63,-2.4,0.3,1.24,8.0,8.25,21.1,0.25,38.8,20.3,1.27,1.05,67.0,23.3,0.84,-13.6,1.17,0.54,0.8,1.34,12.7,9.6,-0.7,241.27,232.7,226.9,True,261.16,179.24,5.03,52.1,3.2,False,True,,100.0
REYN,Reynolds Consumer Products,Consumer Staples,Household Products,SP600,21.75,4.58,2026-09-11,499.0,TTM-4Q,2026-03-31,36.7,1.03,True,9.3,14.0,2.02,10.8,7.2,7.1,0.64,10.4,15.0,24.7,2.1,2.24,-3.4,0.7,1.5,5.0,2.49,5.9,-0.61,18.5,23.5,0.81,1.05,27.0,25.9,0.31,-20.0,0.6,4.19,0.0,4.19,2.8,-2.1,0.7,25.15,23.35,23.45,False,27.32,20.44,0.58,22.6,-10.4,False,False,,100.0
IPAR,"Inter Parfums, Inc.",Consumer Staples,Household Products,SP600,112.01,3.59,2026-09-11,499.0,TTM-4Q,2026-06-30,23.7,0.83,True,13.1,21.4,4.12,7.6,4.7,6.9,0.07,15.9,19.6,63.8,0.2,0.5,-5.8,1.2,1.53,6.0,8.29,38.1,1.49,13.2,32.2,0.76,1.05,73.0,30.0,0.81,-26.1,-0.22,2.86,0.44,3.3,2.9,4.2,-0.4,119.06,103.13,99.28,True,129.29,77.21,3.62,41.4,8.0,False,False,,100.0
PNC,PNC Financial Services,Financials,Diversified Banks,SP500,244.24,97.44,2026-09-11,499.0,TTM-4Q,2026-06-30,353.7,0.75,True,,12.7,1.52,,7.9,,0.2,,12.6,,,,,0.1,,,,999.0,-0.15,30.7,28.0,1.36,1.05,68.0,21.5,0.92,-17.2,0.51,2.81,2.21,5.03,13.2,22.5,1.5,249.08,230.36,225.88,True,258.96,176.88,4.31,48.0,0.8,False,False,,90.0
HIW,Highwoods Properties,Real Estate,Office REITs,SP600,30.93,3.41,2026-09-11,499.0,TTM-4Q,2026-03-31,30.8,1.42,True,8.1,35.5,1.44,12.3,2.8,,0.83,7.2,4.0,,,4.15,-4.4,1.5,3.91,5.0,,3.5,0.4,4.5,48.2,0.95,1.05,70.0,27.8,0.68,-34.0,-0.94,6.39,-1.84,4.54,0.6,-45.8,2.0,31.88,27.07,26.89,True,35.44,20.45,0.7,47.4,-1.3,False,False,,90.0
UBSI,United Bankshares,Financials,Regional Banks,SP400,47.22,6.43,2026-09-11,499.0,TTM-4Q,2026-06-30,38.3,1.22,True,,12.5,1.17,,8.0,,0.25,,9.5,,,,,0.1,,,,999.0,-0.21,34.2,26.8,1.38,1.04,72.0,22.1,0.68,-13.7,0.84,3.29,3.27,6.56,,30.5,-2.8,47.64,44.55,43.42,True,49.62,34.1,0.74,46.3,1.3,False,False,,90.0
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,SP500,89.24,13.48,2026-09-11,499.0,TTM-4Q,2026-07-04,149.3,1.23,True,10.5,21.7,1.5,9.6,4.6,9.6,1.08,6.6,6.9,31.9,4.1,2.47,-4.4,2.6,2.5,9.0,2.4,2.8,-0.59,38.2,46.3,1.13,1.03,72.0,37.4,1.3,-26.1,-0.07,3.73,1.95,5.68,0.6,29.7,-0.7,95.04,84.3,82.52,True,104.68,61.9,2.88,33.8,3.6,False,False,,100.0
FA,First Advantage Corporation,Industrials,Human Resource & Employment Services,SP600,21.22,3.64,2026-09-11,499.0,TTM-4Q,2026-06-30,31.4,0.6,True,18.8,144.9,2.82,5.3,0.7,6.8,-0.24,3.5,1.9,,,6.2,-6.2,2.6,10.39,8.0,1.52,999.0,-1.11,33.2,89.8,1.04,1.03,93.0,59.0,1.35,-45.0,-1.27,0.0,0.0,0.0,32.9,,-1.1,20.9,15.77,15.42,True,25.15,8.82,0.9,53.3,31.6,False,True,ZONA-BAHAYA;GOODWILL,100.0
UNFI,United Natural Foods Inc,Consumer Staples,Food Retail,SP600,44.45,2.68,2026-09-11,499.0,TTM-4Q,2026-08-01,27.2,0.99,True,8.2,31.9,1.65,12.2,3.1,12.0,1.14,5.3,5.3,13.5,0.4,2.96,-6.2,1.8,6.43,6.0,5.11,1.7,-0.68,68.5,18.7,0.94,1.02,65.0,46.2,0.77,-27.0,-0.83,0.0,1.86,1.86,-2.0,,4.3,47.54,46.51,43.58,True,57.02,27.97,1.81,40.9,-13.9,False,False,,100.0
VIRT,"Virtu Financial, Inc.",Financials,Financial Exchanges & Data,SP600,60.86,5.33,2026-09-11,499.0,TTM-4Q,2026-06-30,94.2,0.46,True,,9.7,2.85,,10.3,,-0.08,,33.6,,,,,1.2,,,,10.1,0.33,50.4,44.6,1.35,1.02,91.0,35.1,0.64,-17.6,0.2,0.0,0.0,0.0,20.8,36.0,2.4,61.04,52.54,48.22,True,68.76,31.55,2.56,45.4,6.0,False,False,,90.0
LAD,Lithia Motors,Consumer Discretionary,Automotive Retail,SP400,358.02,7.87,2026-09-11,499.0,TTM-4Q,2026-06-30,68.8,1.07,True,,11.0,1.23,,9.1,-6.4,-0.85,,10.7,15.2,1.4,,3.4,3.1,-0.21,2.0,2.22,5.6,-2.01,13.2,48.5,0.83,1.02,69.0,37.2,0.98,-31.7,0.27,0.67,15.29,15.96,2.1,-19.3,-13.1,357.59,306.51,312.98,True,439.49,239.78,12.32,43.9,10.5,False,False,F-RENDAH;UTANG-TAK-TERBACA,90.0
LAMR,Lamar Advertising Company,Real Estate,Other Specialized REITs,SP400,149.08,15.15,2026-09-11,499.0,TTM-4Q,2026-06-30,70.2,0.79,True,17.3,27.2,15.21,5.8,3.7,4.7,-0.47,16.5,58.5,67.4,0.3,3.2,-5.1,1.1,1.63,9.0,,4.5,2.02,27.8,17.6,1.09,1.01,58.0,20.9,0.77,-10.1,0.18,4.39,-0.11,4.29,4.4,26.6,-0.1,155.87,145.45,141.38,True,166.33,114.45,2.61,40.2,-5.5,False,False,GOODWILL,100.0
CHCO,City Holding Company,Financials,Regional Banks,SP600,143.96,2.02,2026-09-11,499.0,TTM-4Q,2026-06-30,13.7,1.5,True,,15.3,2.5,,6.5,,-0.17,,16.8,,,,,0.2,,,,999.0,0.03,19.8,26.4,1.29,1.01,69.0,18.0,0.45,-8.8,1.41,2.42,2.72,5.14,,7.9,-2.8,141.74,129.98,128.27,True,148.99,113.21,2.22,51.7,8.1,False,True,,90.0
IESC,IES Holdings,Industrials,Construction & Engineering,SP400,345.71,6.89,2026-09-11,499.0,TTM-4Q,2026-06-30,92.7,0.81,True,11.8,15.0,5.6,8.5,6.6,3.3,0.26,36.8,45.5,26.3,3.9,-0.7,4.6,6.5,0.81,5.0,7.46,140.8,0.79,101.0,76.0,1.19,1.01,88.0,74.7,1.6,-35.3,-1.64,0.0,0.28,0.28,22.7,66.5,0.5,332.6,305.47,282.33,True,408.26,170.07,20.86,53.6,-8.7,False,True,,100.0
BRKR,Bruker,Health Care,Health Care Equipment,SP400,53.43,8.14,2026-09-11,499.0,TTM-4Q,2026-06-30,106.4,1.14,True,49.0,,3.39,2.0,-0.9,1.2,-0.53,-0.6,-3.4,46.4,2.0,8.22,-4.2,4.1,,4.0,,-0.5,-0.99,95.4,69.5,1.44,1.0,83.0,57.1,1.15,-39.8,-0.94,0.28,0.0,0.28,1.6,-189.4,0.4,58.31,48.35,48.24,True,65.3,30.09,2.63,40.2,-6.5,False,False,,100.0
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,SP500,114.36,9.88,2026-09-11,499.0,TTM-4Q,2026-03-31,76.7,0.84,True,10.3,19.5,2.98,9.7,5.1,,0.48,12.8,15.6,,,1.15,-1.4,0.8,1.24,6.0,,3.7,1.78,21.7,13.5,1.08,1.0,50.0,16.3,0.54,-10.0,0.76,0.0,0.0,0.0,7.4,67.6,1.4,120.24,115.22,111.55,True,128.21,90.03,1.61,31.5,-11.5,False,False,,90.0
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,SP500,346.23,24.37,2026-09-11,499.0,TTM-4Q,2026-06-30,155.5,1.17,True,28.0,43.1,8.15,3.6,2.3,1.8,-0.36,17.0,19.1,36.8,2.5,-0.27,-2.4,3.3,1.17,8.0,16.76,151.2,-0.53,38.5,52.7,1.36,1.0,80.0,33.4,0.75,-24.7,0.49,0.26,1.86,2.12,12.4,15.8,-1.7,348.83,305.37,295.32,True,386.0,223.83,7.83,51.8,1.2,False,False,,100.0
KN,Knowles Corporation,Information Technology,Electronic Components,SP600,36.92,3.16,2026-09-11,499.0,TTM-4Q,2026-03-31,26.2,0.9,True,27.4,56.5,4.05,3.7,1.8,,-0.09,7.5,7.3,44.0,2.1,0.76,,15.2,,,7.26,999.0,-0.55,81.2,56.0,1.73,0.99,86.0,39.7,1.6,-23.8,0.81,0.0,2.14,2.14,11.2,,-0.1,36.3,33.18,30.68,True,42.93,20.57,1.28,56.4,-9.7,False,True,,94.0
CENTA,Central Garden & Pet Company (Class A),Consumer Staples,Household Products,SP600,34.73,2.15,2026-09-11,499.0,TTM-4Q,2026-06-27,11.1,1.07,True,7.1,12.9,1.23,14.1,7.7,16.1,2.16,6.6,10.0,32.5,1.1,0.59,-6.0,0.8,2.35,8.0,2.59,4.4,0.01,18.1,22.0,0.78,0.99,41.0,25.7,0.4,-21.0,0.49,0.0,1.36,1.36,-1.2,20.1,-1.1,37.75,35.46,34.08,True,40.8,25.97,1.07,31.1,-10.0,False,False,,100.0
WELL,Welltower,Real Estate,Health Care REITs,SP500,235.62,166.33,2026-09-11,499.0,TTM-4Q,2026-03-31,586.1,0.82,True,,114.2,3.8,,0.9,1.1,-1.31,,3.7,39.8,0.8,,-2.5,0.6,2.03,7.0,,999.0,-0.72,39.0,12.5,1.12,0.98,75.0,22.9,0.26,-12.6,0.67,1.18,-5.08,-3.9,37.6,32.6,11.1,237.75,218.7,211.67,True,255.2,163.75,4.93,47.4,8.0,False,False,DILUSI,100.0
ARM,Arm Holdings,Information Technology,Semiconductors,NDX,264.79,281.75,2026-09-11,499.0,TTM-4Q,2026-06-30,940.1,1.13,True,243.5,269.9,32.65,0.4,0.4,0.5,-0.82,9.3,13.4,97.5,0.9,-3.41,-10.2,2.1,2.01,8.0,67.74,999.0,1.13,76.4,136.2,1.43,0.98,92.0,74.5,2.39,-48.8,-1.34,0.0,0.0,0.0,25.1,49.4,1.2,267.08,232.81,204.31,True,452.7,100.02,15.97,53.4,-25.3,False,False,,100.0
WLY,John Wiley & Sons,Communication Services,Publishing,SP600,47.03,2.39,2026-09-11,499.0,TTM-4Q,2026-07-31,27.7,0.94,True,9.1,12.0,2.99,11.0,8.3,10.1,0.31,13.6,25.9,74.6,2.0,3.01,-3.3,5.1,1.46,7.0,2.07,5.3,0.02,24.9,39.6,0.89,0.98,79.0,36.1,0.37,-30.4,0.7,3.08,4.27,7.35,-0.3,103.7,-6.0,51.34,43.08,40.27,True,57.45,28.38,2.07,33.9,1.7,False,False,GOODWILL,100.0
ETSY,Etsy,Consumer Discretionary,Broadline Retail,SP600,72.76,6.68,2026-09-11,499.0,TTM-4Q,2026-06-30,228.6,0.99,True,15.3,31.9,,6.5,3.1,9.7,-0.36,21.8,,72.3,0.9,3.34,-17.9,13.5,3.14,5.0,1.54,999.0,1.76,37.7,53.2,0.84,0.98,75.0,53.8,1.1,-41.7,-0.74,0.0,9.7,9.7,3.7,27.6,-1.3,80.94,66.92,64.31,True,87.97,44.0,3.32,36.4,1.1,False,False,ZONA-BAHAYA;GOODWILL,100.0
BHE,"Benchmark Electronics, Inc.",Information Technology,Electronic Manufacturing Services,SP600,77.8,2.79,2026-09-11,499.0,TTM-4Q,2026-06-30,24.1,1.03,True,18.5,52.6,2.5,5.4,1.9,4.5,0.23,4.8,4.8,10.3,0.5,-0.93,-5.8,0.8,3.33,7.0,3.74,6.0,-1.16,108.0,53.1,1.85,0.98,89.0,43.7,1.31,-28.8,0.78,0.87,0.6,1.47,8.9,46.7,0.4,78.58,73.78,67.18,True,100.41,35.91,2.93,55.9,-15.6,False,False,,100.0
MDU,"MDU Resources Group, Inc.",Utilities,Multi-Utilities,SP600,19.2,4.04,2026-09-11,499.0,TTM-4Q,2026-06-30,29.4,1.03,True,12.5,20.5,1.38,8.0,4.9,-9.6,-0.39,5.5,7.0,,,4.83,-2.8,0.7,2.05,7.0,,2.6,-0.29,28.7,-1.2,0.67,0.97,33.0,20.6,0.47,-14.6,-0.11,2.78,-2.74,0.04,-1.1,-8.7,3.1,20.4,21.0,20.77,False,22.98,15.76,0.4,32.7,-11.4,False,False,,100.0
RHI,Robert Half,Industrials,Human Resource & Employment Services,SP600,37.68,3.86,2026-09-11,499.0,TTM-4Q,2026-06-30,86.1,0.82,True,57.7,33.6,3.19,1.7,3.0,5.6,-0.73,0.5,9.1,36.8,2.0,-5.31,-5.0,7.0,2.23,5.0,3.55,999.0,-0.07,27.2,86.6,0.99,0.96,88.0,57.6,1.03,-37.0,-0.67,6.18,0.72,6.9,-4.9,-35.5,-0.2,40.25,31.32,30.54,True,46.7,21.83,1.75,34.0,15.1,False,False,,100.0
HALO,Halozyme,Health Care,Biotechnology,SP400,107.2,12.17,2026-09-11,499.0,TTM-4Q,2026-06-30,171.5,0.52,True,23.1,29.4,84.76,4.3,3.4,6.6,0.03,20.5,173.7,82.4,,3.24,-17.5,13.0,1.98,5.0,4.77,29.4,1.92,34.3,60.1,1.31,0.96,95.0,36.1,0.27,-24.1,0.88,0.0,0.0,0.0,41.2,-25.8,-2.4,93.12,76.79,74.96,True,111.15,61.23,2.74,62.5,46.3,False,True,GOODWILL,100.0
AMG,Affiliated Managers Group,Financials,Asset Management & Custody Banks,SP400,355.61,9.2,2026-09-11,499.0,TTM-4Q,2026-06-30,98.6,0.67,True,,10.7,3.03,,9.3,,-0.56,,27.3,,,,,2.5,,,,999.0,0.77,55.9,34.0,1.36,0.95,80.0,33.1,0.84,-19.7,0.02,0.0,8.63,8.63,11.8,93.6,-14.3,363.55,324.11,316.64,True,392.92,230.1,10.53,44.8,-0.3,False,False,,90.0
PRU,Prudential Financial,Financials,Life & Health Insurance,SP500,119.24,41.14,2026-09-11,499.0,TTM-4Q,2026-06-30,188.0,0.75,True,,10.5,1.3,,9.5,,0.79,,12.6,,,,,0.4,,,,999.0,-0.32,20.9,34.7,1.23,0.95,70.0,22.7,0.72,-21.5,0.5,4.73,2.43,7.16,9.4,140.2,-1.9,119.86,106.95,108.28,True,127.72,91.89,2.57,47.8,8.1,False,False,,90.0
FITB,Fifth Third Bancorp,Financials,Regional Banks,SP500,54.72,49.63,2026-09-11,499.0,TTM-4Q,2026-06-30,268.3,0.69,True,,21.2,1.44,,4.7,,-0.31,,8.4,,,,,0.1,,,,999.0,-0.32,31.8,35.2,1.28,0.95,68.0,26.2,1.0,-21.2,0.09,2.6,0.6,3.21,-2.3,0.4,35.9,56.42,52.14,51.16,True,59.5,40.05,1.0,45.6,-1.1,False,False,DILUSI,90.0
FORM,"FormFactor, Inc.",Information Technology,Semiconductor Materials & Equipment,SP600,114.95,8.98,2026-09-11,499.0,TTM-4Q,2026-06-27,118.7,0.81,True,55.4,77.8,8.08,1.8,1.3,1.5,-0.51,9.5,11.0,43.1,1.0,-2.14,-5.1,1.5,1.56,7.0,24.98,999.0,-0.28,337.4,45.7,2.27,0.95,97.0,84.2,2.06,-47.8,-1.28,0.0,0.02,0.02,18.0,162.9,2.7,111.45,116.39,103.31,True,160.27,29.58,7.51,53.9,-14.8,False,False,,100.0
SEIC,SEI Investments Company,Financials,Asset Management & Custody Banks,SP400,106.93,12.83,2026-09-11,499.0,TTM-4Q,2026-06-30,70.5,0.9,True,,18.2,5.13,,5.5,,-0.66,,29.2,,,,,2.8,,,,518.0,2.57,22.9,34.1,1.24,0.95,82.0,23.0,0.95,-15.2,0.49,0.99,3.26,4.25,11.1,2.6,-3.1,103.7,90.95,89.24,True,112.15,75.08,1.95,48.9,17.1,False,True,,84.0
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,SP500;NDX,298.22,373.17,2026-09-11,499.0,TTM-4Q,2026-06-28,2362.6,1.23,True,43.0,51.4,29.92,2.3,1.9,1.3,-0.51,47.2,65.1,50.5,2.1,-0.21,6.3,3.9,0.81,8.0,24.96,52.3,0.67,205.4,55.8,2.04,0.95,94.0,64.0,1.96,-41.8,-0.56,0.34,1.03,1.37,26.0,35.6,-2.3,314.24,288.71,264.19,True,438.5,108.29,15.47,45.2,-20.6,False,False,,100.0
SITM,SiTime,Information Technology,Semiconductors,SP400,635.66,19.11,2026-09-11,499.0,TTM-4Q,2026-06-30,216.1,1.09,True,605.9,1356.4,18.65,0.2,0.1,0.4,-0.84,-1.7,1.3,58.7,5.2,-67.7,-6.0,7.1,9.06,8.0,8.76,-999.0,0.51,177.1,110.8,1.73,0.95,95.0,83.4,2.8,-48.7,-1.83,0.0,0.0,0.0,83.0,,14.9,601.63,558.43,506.9,True,901.81,243.68,41.19,54.9,-14.9,False,False,DILUSI,100.0
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,SP500,115.78,42.77,2026-09-11,499.0,TTM-4Q,2026-06-26,326.9,1.06,True,22.8,44.0,7.78,4.4,2.3,1.9,-0.23,11.7,18.4,9.4,0.9,1.2,-2.7,0.7,1.61,8.0,3.03,6.5,-1.15,114.5,96.7,1.61,0.94,90.0,65.5,1.89,-36.4,-0.37,0.0,1.63,1.63,12.2,9.2,-1.8,119.61,106.86,95.96,True,166.86,53.07,5.83,51.2,-26.5,False,False,,100.0
